file_id,file_name,full_path,file_extension,file_size_bytes,file_size_mb,last_modified,current_folder,parent_folder,group_name,company_folder,company_code,web_url,download_url,matched_company_id,matched_company_name,document_type
"",PROV ASIC Certificate of Registration 06-04-2022.pdf,Corporate/Team Harder Family Trust Group/PROV ASIC Certificate of Registration 06-04-2022.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV ASIC Company Details 27-12-2024.pdf,Corporate/Team Harder Family Trust Group/PROV ASIC Company Details 27-12-2024.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV ASIC Company Extract 28-06-2024.pdf,Corporate/Team Harder Family Trust Group/PROV ASIC Company Extract 28-06-2024.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV ASIC Company Extract 30-06-2023.pdf,Corporate/Team Harder Family Trust Group/PROV ASIC Company Extract 30-06-2023.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV ASIC Debtors Ledger Report 30-06-2025.pdf,Corporate/Team Harder Family Trust Group/PROV ASIC Debtors Ledger Report 30-06-2025.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV ASIC Form 484 Reg Office 2024.pdf,Corporate/Team Harder Family Trust Group/PROV ASIC Form 484 Reg Office 2024.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Change of Register of Members 2024.pdf,Corporate/Team Harder Family Trust Group/PROV Change of Register of Members 2024.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Change of Register of Members Rachel Harder Prov1322.pdf,Corporate/Team Harder Family Trust Group/PROV Change of Register of Members Rachel Harder Prov1322.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Corporate Key.pdf,Corporate/Team Harder Family Trust Group/PROV Corporate Key.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Officeholder Consent Rachel Harder 2024.pdf,Corporate/Team Harder Family Trust Group/PROV Officeholder Consent Rachel Harder 2024.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV ATO Account Summary FY23.pdf,Corporate/Team Harder Family Trust Group/PROV ATO Account Summary FY23.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV ATO Account Summary FY25.pdf,Corporate/Team Harder Family Trust Group/PROV ATO Account Summary FY25.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV EOY ATO FY24 Prov1322.pdf,Corporate/Team Harder Family Trust Group/PROV EOY ATO FY24 Prov1322.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Income Tax Statement 01-07-2023 to 01-07-2025 (01-07-2025).pdf,Corporate/Team Harder Family Trust Group/PROV Income Tax Statement 01-07-2023 to 01-07-2025 (01-07-2025).pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV BAS Statement 01-07-2023 to 01-07-2025 (01-07-2025).pdf,Corporate/Team Harder Family Trust Group/PROV BAS Statement 01-07-2023 to 01-07-2025 (01-07-2025).pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Change Trustee to Prov1322 Global on the 7042022.pdf,Corporate/Team Harder Family Trust Group/PROV Change Trustee to Prov1322 Global on the 7042022.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Constitution Prov1322.pdf,Corporate/Team Harder Family Trust Group/PROV Constitution Prov1322.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Constitution.pdf,Corporate/Team Harder Family Trust Group/PROV Constitution.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Register of Charges.pdf,Corporate/Team Harder Family Trust Group/PROV Register of Charges.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Register of Debentures.pdf,Corporate/Team Harder Family Trust Group/PROV Register of Debentures.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Register of Members 2024.pdf,Corporate/Team Harder Family Trust Group/PROV Register of Members 2024.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Register of Members.xlsx,Corporate/Team Harder Family Trust Group/PROV Register of Members.xlsx,.xlsx,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.xlsx
"",PROV Resolution of Members 2024.pdf,Corporate/Team Harder Family Trust Group/PROV Resolution of Members 2024.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",PROV Share Certificate Rachel Harder.pdf,Corporate/Team Harder Family Trust Group/PROV Share Certificate Rachel Harder.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT ASIC Invoice - PROV1322 GLOBAL PTY LTD.pdf,Corporate/Team Harder Family Trust Group/THFT ASIC Invoice - PROV1322 GLOBAL PTY LTD.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Change of Company Details THFT.pdf,Corporate/Team Harder Family Trust Group/THFT Change of Company Details THFT.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT 2025-01-22 Sale Of Silver Bullion.pdf,Corporate/Team Harder Family Trust Group/THFT 2025-01-22 Sale Of Silver Bullion.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT 2025-05-19 Sale Of Silver Bullion.pdf,Corporate/Team Harder Family Trust Group/THFT 2025-05-19 Sale Of Silver Bullion.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Crypto.xlsx,Corporate/Team Harder Family Trust Group/THFT Crypto.xlsx,.xlsx,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.xlsx
"",THFT Invoice INV-66510 for TheHarderFamilyTrust.pdf,Corporate/Team Harder Family Trust Group/THFT Invoice INV-66510 for TheHarderFamilyTrust.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Invoice INV-67408 for TheHarderFamilyTrust.pdf,Corporate/Team Harder Family Trust Group/THFT Invoice INV-67408 for TheHarderFamilyTrust.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Limeco Share Documents.pdf,Corporate/Team Harder Family Trust Group/THFT Limeco Share Documents.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Off market transfer - NAB Trade to WBC Trade.pdf,Corporate/Team Harder Family Trust Group/THFT Off market transfer - NAB Trade to WBC Trade.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Sale CRO 20250909.png,Corporate/Team Harder Family Trust Group/THFT Sale CRO 20250909.png,.png,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.png
"",THFT [SIGNED] Team Harder Family Trust - BAS - 2025-03-31.pdf,Corporate/Team Harder Family Trust Group/THFT [SIGNED] Team Harder Family Trust - BAS - 2025-03-31.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT [SIGNED] Team Harder Family Trust - BAS - 2025-06-30.pdf,Corporate/Team Harder Family Trust Group/THFT [SIGNED] Team Harder Family Trust - BAS - 2025-06-30.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT [SIGNED] Team Harder Family Trust - BAS - 30-09-2024.pdf,Corporate/Team Harder Family Trust Group/THFT [SIGNED] Team Harder Family Trust - BAS - 30-09-2024.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT [SIGNED] Team Harder Family Trust - Tax return 2024.pdf,Corporate/Team Harder Family Trust Group/THFT [SIGNED] Team Harder Family Trust - Tax return 2024.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT 2023 Tax Return - MountG KB Unit Trust.pdf.pdf,Corporate/Team Harder Family Trust Group/THFT 2023 Tax Return - MountG KB Unit Trust.pdf.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT ATO Account Summary.pdf,Corporate/Team Harder Family Trust Group/THFT ATO Account Summary.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT ATO Income tax 001.pdf,Corporate/Team Harder Family Trust Group/THFT ATO Income tax 001.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Deed of Novation ATO Gen2612.pdf,Corporate/Team Harder Family Trust Group/THFT Deed of Novation ATO Gen2612.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Engagement Letter - TEAM HARDER FAMILY TRUST PROP-8303 MAGNUS BUSINESS ADVISERS AND ACCOUNTANTS.pdf,Corporate/Team Harder Family Trust Group/THFT Engagement Letter - TEAM HARDER FAMILY TRUST PROP-8303 MAGNUS BUSINESS ADVISERS AND ACCOUNTANTS.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT EOY ATO FY24 Prov1322 ATF THFT.pdf,Corporate/Team Harder Family Trust Group/THFT EOY ATO FY24 Prov1322 ATF THFT.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT FTTR - THFT FY 2022.pdf,Corporate/Team Harder Family Trust Group/THFT FTTR - THFT FY 2022.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT FTTR - THFT FY 2023.pdf,Corporate/Team Harder Family Trust Group/THFT FTTR - THFT FY 2023.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT TEAM HARDER FAMILY TRUST PROP-5699 ENGAGEMENT LETTER MAGNUS BUSINESS ADVISERS AND ACCOUNTANTS.pdf,Corporate/Team Harder Family Trust Group/THFT TEAM HARDER FAMILY TRUST PROP-5699 ENGAGEMENT LETTER MAGNUS BUSINESS ADVISERS AND ACCOUNTANTS.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT TTR FY22 US.pdf,Corporate/Team Harder Family Trust Group/THFT TTR FY22 US.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT TTR FY23 US.pdf,Corporate/Team Harder Family Trust Group/THFT TTR FY23 US.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT 1. WBC 699669 FY25 THFT 21.06.24 - 20.09.24.pdf,Corporate/Team Harder Family Trust Group/THFT 1. WBC 699669 FY25 THFT 21.06.24 - 20.09.24.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT 2. WBC 699669 FY25 THFT 20.09.24 - 20.12.24.pdf,Corporate/Team Harder Family Trust Group/THFT 2. WBC 699669 FY25 THFT 20.09.24 - 20.12.24.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT 3. WBC 699669 FY25 THFT 20.12.24 - 21.03.25.pdf,Corporate/Team Harder Family Trust Group/THFT 3. WBC 699669 FY25 THFT 20.12.24 - 21.03.25.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT 4. WBC 699669 FY25 THFT 21.03.25 - 20.06.25.pdf,Corporate/Team Harder Family Trust Group/THFT 4. WBC 699669 FY25 THFT 21.03.25 - 20.06.25.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT EOY NAB 288516304 FY24 Trust Tithe.pdf,Corporate/Team Harder Family Trust Group/THFT EOY NAB 288516304 FY24 Trust Tithe.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT EOY NAB 959276787 FY22 THFT.pdf,Corporate/Team Harder Family Trust Group/THFT EOY NAB 959276787 FY22 THFT.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT EOY NAB 959276787 FY23 THFT.pdf,Corporate/Team Harder Family Trust Group/THFT EOY NAB 959276787 FY23 THFT.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT EOY NAB 959276787 FY24 THFT.pdf,Corporate/Team Harder Family Trust Group/THFT EOY NAB 959276787 FY24 THFT.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT EOY NAB Trade 305383521 FY22 THFT.pdf,Corporate/Team Harder Family Trust Group/THFT EOY NAB Trade 305383521 FY22 THFT.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT EOY NAB Trade 305383521 FY23 THFT.pdf,Corporate/Team Harder Family Trust Group/THFT EOY NAB Trade 305383521 FY23 THFT.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT EOY NAB Trade 305383521 FY24 THFT.pdf,Corporate/Team Harder Family Trust Group/THFT EOY NAB Trade 305383521 FY24 THFT.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT EOY WBC 699669 FY24 THFT.pdf,Corporate/Team Harder Family Trust Group/THFT EOY WBC 699669 FY24 THFT.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT - Trust Distribution Resolutions - PROP-8035 MAGNUS BUSINESS ADVISERS AND ACCOUNTANTS.pdf,Corporate/Team Harder Family Trust Group/THFT - Trust Distribution Resolutions - PROP-8035 MAGNUS BUSINESS ADVISERS AND ACCOUNTANTS.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Deed of Gift - Jared - 15.03.21.pdf,Corporate/Team Harder Family Trust Group/THFT Deed of Gift - Jared - 15.03.21.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Deed of Gift - Rachel - 15.03.21.pdf,Corporate/Team Harder Family Trust Group/THFT Deed of Gift - Rachel - 15.03.21.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
"",THFT Deed of Gift - Sophie - 15.03.21.pdf,Corporate/Team Harder Family Trust Group/THFT Deed of Gift - Sophie - 15.03.21.pdf,.pdf,0,0,"",Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,Team Harder Family Trust Group,"","","",5,Team Harder Pty Ltd,.pdf
